"","d1.53","d1.27","d1.18","d1.25","d1.29","d1.2","d1.16","d1.33","d1.13","d1.17","d1.50","d4.40","d1.6","d1.43","d1.5","d1.21","d1.49","d1.52","d1.41","d1.4","d1.38","d1.20","d1.3","d1.8","d1.26","d1.42","d4.34","d1.10","d1.31","d1.30","d1.32","d1.19","d1.47","d1.36","d1.11","d1.37","d1.9","d4.51","d1.39","d1.35","d1.45","d1.12","d1.22"
"hsa-miR-1261 hsa-mir-1261",69,71,10,12,32,32,118,114,2,34,1,24,126,69,92,20,41,142,263,388,25,13,377,30,1,92,78,1,205,15,0,67,6,21,52,162,13,139,161,0,4,158,35
"hsa-miR-1262 hsa-mir-1262",17,3,0,0,0,0,0,0,0,22,0,0,0,0,0,1,40,37,9,0,11,0,31,0,0,0,0,0,31,10,0,32,0,0,0,97,9,13,38,0,0,0,0
"hsa-miR-1263 hsa-mir-1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1265 hsa-mir-1265",0,0,0,13,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1266-5p hsa-mir-1266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1267 hsa-mir-1267",0,0,0,0,0,0,0,0,5,24,0,0,3,10,0,20,27,0,0,0,0,0,0,8,0,0,0,5,0,7,0,1,0,41,0,0,5,8,2,14,0,0,0
"hsa-miR-1268a hsa-mir-1268a",11,39,0,83,88,23,3,26,35,18,0,73,0,29,0,56,0,25,0,54,186,22,11,12,9,73,140,0,42,54,0,0,0,16,11,115,38,14,86,12,0,72,152
"hsa-miR-1268b hsa-mir-1268b",12,98,0,84,100,23,4,26,27,36,0,73,0,37,0,71,0,27,0,54,209,22,25,12,13,75,141,2,43,58,0,0,0,57,11,115,56,14,117,12,0,72,148
"hsa-miR-1269b hsa-mir-1269b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0
"hsa-miR-127-5p hsa-mir-127",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,1
"hsa-miR-1270 hsa-mir-1270",45,16,9,0,40,0,0,246,52,9,0,26,134,1,33,0,41,9,31,114,19,17,31,48,0,89,25,0,15,40,0,43,0,0,154,64,63,93,28,0,0,20,45
"hsa-miR-1271-5p hsa-mir-1271",39,29,8,16,26,14,12,122,37,38,0,54,18,21,107,86,23,11,45,133,44,34,80,7,41,88,48,0,84,22,0,0,1,22,41,42,89,48,9,8,21,27,162
"hsa-miR-1272 hsa-mir-1272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1273c hsa-mir-1273c",0,0,0,0,14,0,0,0,20,0,0,0,22,10,2,1,0,8,4,14,13,0,14,0,0,8,15,0,27,11,0,1,0,0,0,4,27,7,10,0,0,0,0
"hsa-miR-1273h-5p hsa-mir-1273h",51,1,25,21,36,132,40,62,0,102,0,164,68,74,0,14,66,27,21,83,70,55,55,44,11,27,22,0,126,26,0,0,0,82,25,58,47,59,24,20,0,26,29
"hsa-miR-1275 hsa-mir-1275",0,1,0,0,30,6,4,26,0,0,0,0,0,1,0,14,0,0,0,0,12,22,0,9,4,8,0,0,20,0,0,0,0,0,0,20,0,0,8,0,0,0,26
"hsa-miR-1276 hsa-mir-1276",0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,5,0,0,0,0,26,1
"hsa-miR-1277-5p hsa-mir-1277",0,14,1,11,0,8,25,0,0,0,0,0,0,0,0,0,0,6,0,0,12,2,5,0,3,4,0,1,13,0,1,0,0,0,0,31,6,8,0,0,0,0,4
"hsa-miR-1279 hsa-mir-1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-128-1-5p hsa-mir-128-1",11,5,0,0,16,2,2,12,6,22,0,22,16,2,9,8,18,2,6,13,11,0,14,13,6,9,15,0,11,11,6,1,0,2,7,15,2,3,6,0,0,3,4
"hsa-miR-128-2-5p hsa-mir-128-2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"hsa-miR-1281 hsa-mir-1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1282 hsa-mir-1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1283 hsa-mir-1283-1",0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1283 hsa-mir-1283-2",0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1284 hsa-mir-1284",221,238,95,127,260,292,117,223,291,242,93,278,499,132,631,234,173,330,315,544,144,27,361,163,132,551,231,25,554,335,0,168,137,79,537,408,172,287,390,22,181,385,161
"hsa-miR-1285-5p hsa-mir-1285-1",141,58,110,62,274,189,3,83,91,442,1,271,135,141,381,23,738,302,107,289,126,114,183,395,46,107,303,2663,288,235,114,204,439,189,125,169,164,204,182,187,75,287,138
"hsa-miR-1287-5p hsa-mir-1287",299,115,297,106,181,26,1,417,309,241,1,156,126,57,348,371,236,332,159,369,147,56,479,103,84,158,402,18,176,766,257,372,273,125,168,112,265,143,115,54,57,392,422
"hsa-miR-1288-5p hsa-mir-1288",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-129-5p hsa-mir-129-1",14,57,0,47,32,17,114,31,0,20,0,35,14,1,23,91,0,42,8,8,28,69,31,130,0,32,0,38,88,35,0,0,0,19,17,31,7,26,63,8,0,31,41
"hsa-miR-129-5p hsa-mir-129-2",14,57,0,47,32,17,114,31,0,20,0,35,14,1,23,91,0,42,8,8,28,69,31,130,0,32,0,38,88,35,0,0,0,19,17,31,7,26,63,8,0,31,41
"hsa-miR-1291 hsa-mir-1291",18,34,0,0,0,0,0,16,0,10,0,8,8,0,0,26,0,0,0,0,56,6,12,0,12,76,26,0,0,0,0,0,0,23,0,21,0,19,18,0,35,0,14
"hsa-miR-1292-5p hsa-mir-1292",238,201,122,119,119,370,93,609,221,151,2,290,212,162,352,387,115,166,282,284,191,56,112,98,66,274,161,41,283,408,296,94,3,50,242,317,182,159,156,30,89,323,210
"hsa-miR-1293 hsa-mir-1293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1295b-5p hsa-mir-1295b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"hsa-miR-1295b-3p hsa-mir-1295b",8,0,0,0,0,0,0,0,0,12,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1296-5p hsa-mir-1296",0,76,0,42,0,39,94,21,1,9,0,0,44,12,18,64,52,5,36,99,67,98,13,23,27,54,26,3,153,4,0,0,50,66,22,70,20,6,18,1,1,16,46
"hsa-miR-1298-5p hsa-mir-1298",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"hsa-miR-1301-5p hsa-mir-1301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1302 hsa-mir-1302-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-1304-5p hsa-mir-1304",43,10,0,11,1,0,0,22,12,8,0,0,17,0,36,49,0,0,0,0,15,0,0,33,9,0,9,0,12,15,0,0,0,0,0,9,0,25,12,0,0,0,40
"hsa-miR-1306-5p hsa-mir-1306",26,272,65,182,87,379,224,174,575,79,1,363,252,84,403,267,0,82,46,710,550,193,238,180,194,417,59,92,245,120,360,40,423,23,88,340,157,110,24,8,107,84,311
"hsa-miR-130a-5p hsa-mir-130a",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"hsa-miR-130b-5p hsa-mir-130b",319,526,71,69,820,525,548,1369,716,1059,501,930,1281,353,786,504,625,786,767,2566,455,82,1255,590,148,497,871,23,915,177,380,339,153,297,1053,1023,682,614,715,64,175,1191,853
"hsa-miR-132-5p hsa-mir-132",617,655,123,77,535,331,265,798,390,454,588,452,626,387,574,305,425,1137,648,1049,501,127,382,277,130,2056,885,34,955,365,209,337,221,182,571,817,211,892,442,38,265,406,702
"hsa-miR-1323 hsa-mir-1323",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-133a-5p hsa-mir-133a-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-133a-5p hsa-mir-133a-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-134-5p hsa-mir-134",173,221,38,5,726,695,6,595,269,444,2,250,85,61,112,47,168,791,265,357,280,332,184,26,25,99,221,8,197,43,371,769,1,104,323,393,1216,184,86,702,41,512,25
"hsa-miR-1343-5p hsa-mir-1343",0,24,0,31,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,31,20,13,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,13,0,0,0,0,6
"hsa-miR-135a-5p hsa-mir-135a-1",0,638,0,15,0,0,934,0,0,0,0,0,1,0,0,648,0,0,0,0,1,593,0,0,0,120,0,0,824,0,0,0,0,10,0,178,0,44,0,0,0,0,170
"hsa-miR-135a-5p hsa-mir-135a-2",0,640,0,15,0,0,937,0,0,0,0,0,1,0,0,648,0,0,0,0,1,599,0,0,0,120,0,0,827,0,0,0,0,10,0,178,0,44,0,0,0,0,171
"hsa-miR-135b-5p hsa-mir-135b",2,174,0,48,0,0,11,0,0,1,0,0,0,0,0,64,0,27,0,0,4,23,0,7,18,59,0,0,247,0,0,0,0,0,0,103,0,3,19,0,0,0,676
"hsa-miR-136-5p hsa-mir-136",11,34,0,0,0,0,9,0,0,0,0,0,0,0,0,24,0,0,0,0,0,25,0,0,7,26,0,0,3,0,0,0,0,0,0,32,0,0,0,0,0,0,12
"hsa-miR-137-5p hsa-mir-137",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-138-5p hsa-mir-138-1",44,335,0,0,0,0,427,0,0,0,0,0,1,0,0,229,0,16,0,0,14,271,3,0,15,170,0,0,402,0,0,0,0,1,0,96,18,34,17,0,0,44,902
"hsa-miR-138-5p hsa-mir-138-2",2,203,0,0,0,0,302,0,0,0,0,0,1,0,0,65,0,16,0,0,0,195,3,0,11,85,0,0,166,0,0,0,0,0,0,16,0,0,0,0,0,0,623
"hsa-miR-139-5p hsa-mir-139",11386,6096,2867,1640,17325,17101,4676,23813,14187,13607,5668,38100,9199,5534,13793,15845,14658,21894,15857,43517,7257,3214,36220,20709,4334,6315,13142,2021,8079,3674,11988,9023,4644,16532,16933,5948,21060,19023,8018,3774,5629,18667,8653
"hsa-miR-140-5p hsa-mir-140",1157,2051,113,182,174,165,728,503,205,502,0,239,874,173,307,711,637,1711,692,1219,715,244,583,303,254,1440,697,22,2332,239,34,97,241,103,623,2379,173,1017,606,16,231,500,606
"hsa-miR-141-5p hsa-mir-141",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,20,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-142-5p hsa-mir-142",1342,666,52,59,145,172,114,252,135,295,263,507,394,145,279,439,527,1163,545,676,742,184,280,94,236,678,383,8,1341,293,38,162,618,99,504,1664,181,1220,275,0,143,615,417
"hsa-miR-143-5p hsa-mir-143",0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-144-5p hsa-mir-144",28,70,0,50,10,0,53,46,0,1,0,0,109,0,0,99,28,36,9,18,83,31,0,0,18,34,17,1,50,7,0,0,68,0,10,204,0,62,8,0,3,0,75
"hsa-miR-145-5p hsa-mir-145",3406,4016,71,342,257,328,571,331,151,721,223,361,2291,637,498,383,486,1165,1781,1783,1808,265,1079,313,207,2652,1486,10,3330,154,1,211,245,390,1120,5260,763,3539,843,77,1074,1154,346
"hsa-miR-1468-5p hsa-mir-1468",209,208,37,90,192,247,104,429,454,370,194,736,152,129,385,257,625,371,213,874,142,54,696,250,383,185,257,50,233,440,363,209,61,277,253,477,241,142,289,98,162,138,313
"hsa-miR-1469 hsa-mir-1469",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-146a-5p hsa-mir-146a",112637,17249,63473,5580,107154,27709,13619,120659,122613,85004,9378,44453,42837,16976,45188,25276,95153,246390,49090,167406,28890,4772,75816,73298,12669,53672,104359,16464,69342,22112,43736,36140,8881,36083,89424,29377,102046,111208,49561,26469,11974,62883,40599
"hsa-miR-146b-5p hsa-mir-146b",1624,739,130,106,479,285,381,533,514,421,285,519,514,70,277,390,518,1945,343,2105,514,340,600,537,402,859,650,39,1050,131,223,346,29,231,1012,966,851,904,436,30,282,347,861
"hsa-miR-1470 hsa-mir-1470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1471 hsa-mir-1471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-147b-5p hsa-mir-147b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-5p hsa-mir-148a",15,61,0,7,0,0,1,1,0,0,0,18,9,0,0,36,0,0,16,0,48,27,0,0,24,26,0,0,74,5,0,0,0,0,0,0,0,20,0,1,0,0,17
"hsa-miR-148b-5p hsa-mir-148b",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,2
"hsa-miR-149-5p hsa-mir-149",45,899,18,37,115,152,1470,157,108,187,166,314,92,39,56,1111,228,213,109,426,45,967,287,225,171,657,35,26,1037,191,64,0,48,157,192,289,90,142,124,40,2,101,5262
"hsa-miR-150-5p hsa-mir-150",2330,2775,969,3098,5346,15330,9169,3010,12072,4490,5147,9389,11805,3058,27153,11464,1959,5866,2573,26304,13880,8902,20356,12574,9002,7922,8800,1370,7809,2570,1837,2552,3537,2395,10946,5657,7802,17129,11462,1247,6356,7078,51098
"hsa-miR-151a-5p hsa-mir-151a",21847,5512,7135,1985,32120,15512,4516,25502,26340,26417,4947,25632,28705,4805,21991,12912,29350,33212,21738,81216,6831,2749,28215,25277,4405,9119,12874,1623,26177,9404,9061,9829,9494,10091,24277,10682,31068,20621,13674,2550,3665,22141,11001
"hsa-miR-152-5p hsa-mir-152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-153-5p hsa-mir-153-2",0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,0,0,19,0,0,0,39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1537-5p hsa-mir-1537",10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,4,5,10,0,0,0,0,0
"hsa-miR-1539 hsa-mir-1539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-154-5p hsa-mir-154",113,55,22,0,251,103,10,488,41,214,0,18,9,94,97,5,179,613,277,603,29,25,108,19,1,60,164,1,25,61,58,138,153,116,237,227,435,346,52,42,2,310,53
"hsa-miR-155-5p hsa-mir-155",3340,1670,40,542,1759,1380,609,1118,1264,1312,307,925,3025,554,1054,1302,1166,2069,1454,3844,1133,214,3102,1290,1169,2226,1840,191,1602,248,305,1019,311,858,2097,1479,5326,3542,1754,146,428,1093,2150
"hsa-miR-1587 hsa-mir-1587",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"hsa-miR-15a-5p hsa-mir-15a",1520,2327,403,951,1936,924,2253,4279,3738,2906,657,1392,4003,621,2074,2698,1817,6119,3377,3887,1757,967,2447,1347,1095,3588,1389,164,3715,12731,389,635,2603,465,1986,4779,1526,7516,1839,108,659,2303,4114
"hsa-miR-15b-5p hsa-mir-15b",20093,9453,8206,2477,23983,10013,5802,54565,27235,34150,3897,18047,52262,8768,27132,10099,15442,38956,38763,61199,7892,1647,26353,16804,1746,16105,17764,1002,18003,120757,4385,13735,16628,10454,26062,25724,23929,57703,28027,1100,8917,35748,19415
"hsa-miR-16-5p hsa-mir-16-1",74396,66779,6593,29834,26160,30752,36906,44451,58104,42951,14787,19940,104295,11624,45756,64170,38170,102566,59220,91290,43831,47246,53828,26021,45305,93947,26666,2557,136307,127764,2939,16705,36209,6813,71527,106530,37533,101932,42325,701,15343,43109,76177
"hsa-miR-16-5p hsa-mir-16-2",68481,66455,6365,29850,25312,29390,36908,43876,57186,41838,14786,18890,99714,10877,43918,63000,35767,102050,56431,91045,43804,47199,51685,24767,44983,91760,24920,2376,135012,127420,2938,16217,36146,6536,66737,104251,35098,98483,40034,673,15097,41651,76142
"hsa-miR-17-5p hsa-mir-17",607,603,97,184,101,129,266,90,161,149,140,51,402,28,144,307,118,570,169,404,432,123,285,251,267,442,180,15,903,55,2,1,60,54,323,668,328,487,140,21,81,100,1198
"hsa-miR-181a-5p hsa-mir-181a-1",76415,87007,18134,9554,31711,42405,28657,37861,38505,40801,17948,28151,70423,17090,63608,61057,46903,58606,61693,102775,47543,11554,60980,22746,24512,92446,59328,2407,89826,30532,17889,31064,27845,28078,59527,66864,66214,60427,51329,6616,31753,35249,67868
"hsa-miR-181b-5p hsa-mir-181b-1",6544,7226,2306,1657,5068,4233,4479,4145,6398,7326,1918,3054,5677,1613,6616,5752,5075,9950,5418,11612,5655,2334,7740,3750,5904,9827,6782,1131,11588,2051,3462,2500,2361,3440,7087,8294,7231,8490,7124,1381,2186,4624,19861
"hsa-miR-181b-5p hsa-mir-181b-2",6855,7469,2359,1700,5277,4348,4535,4187,6605,7437,1918,3103,5972,1738,6668,6023,5111,9958,5692,11591,5761,2368,8035,3882,6229,10228,7017,1141,11946,2078,3370,2672,2361,3522,7334,8637,7772,8498,7421,1412,2186,4765,20012
"hsa-miR-181c-5p hsa-mir-181c",1920,2924,251,211,256,286,454,264,167,440,0,301,720,70,704,889,286,1474,809,1035,431,329,601,104,166,1548,674,17,1674,142,77,619,408,200,770,1211,504,426,603,34,304,729,747
"hsa-miR-181d-5p hsa-mir-181d",749,1091,451,107,389,225,325,282,173,380,3,235,313,62,169,517,294,863,227,843,417,170,394,279,451,1049,325,30,1254,38,383,122,87,95,557,577,435,174,292,74,39,249,444
"hsa-miR-182-5p hsa-mir-182",1085,1541,633,707,558,2726,237,813,716,166,1310,657,4524,844,2012,1852,2002,1437,1177,1403,944,408,1216,838,355,824,875,167,968,1450,303,171,344,255,1071,938,843,3866,1056,51,379,354,3058
"hsa-miR-1825 hsa-mir-1825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-183-5p hsa-mir-183",328,1903,379,711,648,2322,331,2844,1160,320,1440,491,5427,536,3150,2732,2040,990,1204,2222,451,675,1989,650,286,1688,1317,77,395,2241,217,727,1070,248,975,2010,650,3095,812,18,232,542,4614
"hsa-miR-1843 hsa-mir-1843",307,72,104,10,656,201,96,587,498,435,3,447,289,55,371,150,289,289,247,763,51,49,277,173,26,149,228,19,127,222,95,89,126,262,217,200,313,143,258,42,97,527,111
"hsa-miR-185-5p hsa-mir-185",13499,1342,22573,717,4281,5545,354,14487,13723,3799,922,3298,11212,903,5972,2985,6118,10728,5213,14125,2172,998,4325,4109,743,2440,5235,604,4178,8327,145,4958,3695,2843,9728,3559,4719,13693,4186,740,863,8277,4351
"hsa-miR-186-5p hsa-mir-186",551,496,131,102,48,46,117,181,80,207,104,29,158,40,122,408,191,567,157,192,567,295,187,93,723,415,136,16,2936,129,11,0,107,54,142,812,126,372,132,39,34,104,316
"hsa-miR-187-5p hsa-mir-187",0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-188-5p hsa-mir-188",0,0,19,0,0,0,70,0,0,0,0,0,0,0,0,0,57,24,0,0,55,0,0,0,8,16,0,0,187,18,0,0,0,0,0,79,0,44,0,0,0,0,144
"hsa-miR-18a-5p hsa-mir-18a",100,125,40,42,60,69,39,0,22,12,0,11,65,1,0,24,65,101,45,99,102,18,19,55,36,37,18,0,248,6,0,0,1,0,56,71,38,57,56,1,0,56,718
"hsa-miR-18b-5p hsa-mir-18b",110,14,21,6,30,24,5,60,0,38,0,0,60,4,35,35,97,2,31,42,15,2,32,19,1,0,14,0,60,6,0,0,0,0,35,77,53,79,18,0,0,52,41
"hsa-miR-1908-5p hsa-mir-1908",56,128,57,256,567,566,98,820,952,288,124,1146,132,158,344,600,195,17,147,926,743,784,186,417,412,199,250,14,825,369,400,168,150,620,228,1052,503,84,355,132,167,191,300
"hsa-miR-1909-5p hsa-mir-1909",0,1,19,12,0,0,0,0,0,0,0,0,13,0,0,14,39,11,0,0,0,17,25,18,0,0,14,0,35,0,0,0,0,22,0,0,0,22,25,9,0,32,0
"hsa-miR-190a-5p hsa-mir-190a",18,2,32,26,6,28,102,16,26,0,0,13,24,0,0,98,0,19,0,0,64,19,52,17,34,0,0,0,142,0,0,0,49,0,0,64,24,20,6,0,0,0,148
"hsa-miR-190b-5p hsa-mir-190b",597,229,46,56,210,66,121,178,151,414,1,92,315,40,213,390,212,616,92,337,130,16,293,159,99,138,540,10,511,64,118,39,76,84,585,212,176,214,221,5,1,152,57
"hsa-miR-191-5p hsa-mir-191",241195,120905,23633,5102,54283,58706,14980,90985,38182,49571,27360,89127,192029,46732,68097,58505,77106,156428,157902,248946,35086,6733,96299,56319,7272,67867,110233,3759,78892,23432,25522,46423,47824,42673,111555,98203,112819,131615,108753,6608,45753,91199,22690
"hsa-miR-1910-5p hsa-mir-1910",0,0,0,0,1,43,38,0,40,0,0,0,0,0,0,0,0,6,26,0,27,5,0,0,12,5,11,2,20,0,34,0,63,22,1,20,0,0,13,1,0,0,2
"hsa-miR-1911-5p hsa-mir-1911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1912-5p hsa-mir-1912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1914-5p hsa-mir-1914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1
"hsa-miR-1915-5p hsa-mir-1915",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-192-5p hsa-mir-192",13318,7452,6958,2409,1855,2880,1227,4344,2796,4297,6781,8704,11616,1516,5670,2231,5781,7128,3439,18570,1457,678,13548,4253,4353,1121,5414,3201,3958,2536,3856,2458,2304,2162,7385,6837,2645,9588,4263,383,2450,3819,3465
"hsa-miR-193a-5p hsa-mir-193a",8109,5871,3185,3614,14211,8578,1516,8259,15084,18648,229,28613,6495,4946,15688,5797,16175,8363,8953,30856,7439,2778,19346,9915,9503,5973,13171,2964,10366,22836,14013,11515,3074,9213,12322,10818,6606,12391,10351,3723,2941,11087,7238
"hsa-miR-193b-5p hsa-mir-193b",215,336,21,375,362,195,44,126,271,313,2,1610,104,134,199,152,518,98,105,449,612,323,292,135,423,172,130,26,307,2537,460,166,206,29,68,524,15,246,186,26,17,90,302
"hsa-miR-194-5p hsa-mir-194-1",2557,491,734,371,556,317,524,1205,2164,3562,423,5376,3086,308,722,297,6434,1835,1024,5230,559,841,3454,710,6091,489,1865,120,1691,4892,663,303,518,380,1226,689,300,4003,2348,115,573,978,1146
"hsa-miR-194-5p hsa-mir-194-2",2569,491,734,371,556,340,524,1205,2164,3562,423,5376,3092,308,722,297,6464,1851,1042,5239,559,841,3514,710,6099,489,1865,120,1703,4892,663,303,518,380,1226,701,299,4010,2354,115,574,1001,1147
"hsa-miR-195-5p hsa-mir-195",14,124,0,3,27,37,203,7,17,24,1,58,7,1,42,199,74,180,27,49,17,168,73,11,54,11,9,2,215,41,0,2,4,0,11,30,28,159,24,0,1,4,29
